Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
externality,OpenAIRE,externality,OpenAlex,1.0,41,52,34,0.576271186440678
hinge loss,OpenAIRE,hinge loss,OpenAlex,1.0,15,19,11,0.4782608695652174
false memory,OpenAIRE,false memory,OpenAlex,1.0,19,25,16,0.5714285714285714
unscented transform,OpenAIRE,unscented transform,OpenAlex,1.0,32,28,18,0.4285714285714285
inattentional blindness,OpenAIRE,inattentional blindness,OpenAlex,1.0,15,17,13,0.6842105263157895
sensory substitution,OpenAIRE,sensory substitution,OpenAlex,1.0,12,13,8,0.4705882352941176
covert,OpenAIRE,covert,OpenAlex,1.0,47,70,43,0.581081081081081
cardinal point,OpenAIRE,cardinal point,OpenAlex,1.0,20,25,13,0.40625
transposable element,OpenAIRE,transposable element,OpenAlex,1.0,30,42,27,0.6
product innovation,OpenAIRE,product innovation,OpenAlex,1.0,50,54,30,0.4054054054054054
structural classification of proteins database,OpenAIRE,structural classification of proteins database,OpenAlex,1.0,29,21,15,0.4285714285714285
background selection,OpenAIRE,background selection,OpenAlex,1.0,27,39,19,0.4042553191489361
wage,OpenAIRE,wage,OpenAlex,1.0,46,52,31,0.4626865671641791
battery (electricity),OpenAIRE,battery (electricity),OpenAlex,1.0,80,127,70,0.5109489051094891
truss,OpenAIRE,truss,OpenAlex,1.0,14,17,10,0.4761904761904761
markov decision process,OpenAIRE,markov decision process,OpenAlex,1.0,86,133,65,0.422077922077922
statistical process control,OpenAIRE,statistical process control,OpenAlex,1.0,60,66,37,0.4157303370786517
valuation (finance),OpenAIRE,valuation (finance),OpenAlex,1.0,51,73,37,0.425287356321839
subsidy,OpenAIRE,subsidy,OpenAlex,1.0,26,16,14,0.5
mechanism design,OpenAIRE,mechanism design,OpenAlex,1.0,24,19,13,0.4333333333333333
image stitching,OpenAIRE,image stitching,OpenAlex,1.0,23,34,21,0.5833333333333334
job shop scheduling,OpenAIRE,job shop scheduling,OpenAlex,1.0,82,125,60,0.4081632653061224
crash,OpenAIRE,crash,OpenAlex,1.0,35,46,30,0.5882352941176471
central limit theorem,OpenAIRE,central limit theorem,OpenAlex,1.0,24,17,12,0.4137931034482758
inverse kinematics,OpenAIRE,inverse kinematics,OpenAlex,1.0,52,68,41,0.5189873417721519
stable isotope ratio,OpenAIRE,stable isotope ratio,OpenAlex,1.0,7,6,4,0.4444444444444444
attenuation,OpenAIRE,attenuation,OpenAlex,1.0,89,112,66,0.4888888888888889
inverse scattering problem,OpenAIRE,inverse scattering problem,OpenAlex,1.0,25,17,15,0.5555555555555556
movielens,OpenAIRE,movielens,OpenAlex,1.0,10,14,7,0.4117647058823529
fractional programming,OpenAIRE,fractional programming,OpenAlex,1.0,22,11,10,0.4347826086956521
causation,OpenAIRE,causation,OpenAlex,1.0,77,108,62,0.5040650406504065
directive,OpenAIRE,directive,OpenAlex,1.0,12,17,9,0.45
automatic generation control,OpenAIRE,automatic generation control,OpenAlex,1.0,35,55,30,0.5
theory of reasoned action,OpenAIRE,theory of reasoned action,OpenAlex,1.0,33,41,27,0.574468085106383
fluctuating asymmetry,OpenAIRE,fluctuating asymmetry,OpenAlex,1.0,14,17,12,0.631578947368421
morphometrics,OpenAIRE,morphometrics,OpenAlex,1.0,19,24,13,0.4333333333333333
digitization,OpenAIRE,digitization,OpenAlex,1.0,29,31,21,0.5384615384615384
masculinity,OpenAIRE,masculinity,OpenAlex,1.0,26,30,22,0.6470588235294118
unconscious mind,OpenAIRE,unconscious mind,OpenAlex,1.0,46,67,37,0.4868421052631579
structured light,OpenAIRE,structured light,OpenAlex,1.0,24,21,16,0.5517241379310345
biofuel,OpenAIRE,biofuel,OpenAlex,1.0,15,11,8,0.4444444444444444
skin cancer,OpenAIRE,skin cancer,OpenAlex,1.0,34,28,24,0.631578947368421
basal cell carcinoma,OpenAIRE,basal cell carcinoma,OpenAlex,1.0,9,9,7,0.6363636363636364
subsidiary,OpenAIRE,subsidiary,OpenAlex,1.0,16,17,13,0.65
foreign direct investment,OpenAIRE,foreign direct investment,OpenAlex,1.0,34,35,24,0.5333333333333333
ostracism,OpenAIRE,ostracism,OpenAlex,1.0,8,7,6,0.6666666666666666
respite care,OpenAIRE,respite care,OpenAlex,1.0,6,7,6,0.8571428571428571
outreach,OpenAIRE,outreach,OpenAlex,1.0,16,14,12,0.6666666666666666
evapotranspiration,OpenAIRE,evapotranspiration,OpenAlex,1.0,36,31,29,0.7631578947368421
niche segregation,OpenAIRE,niche segregation,OpenAlex,1.0,7,10,5,0.4166666666666667
skepticism,OpenAIRE,skepticism,OpenAlex,1.0,38,59,29,0.4264705882352941
nanophotonics,OpenAIRE,nanophotonics,OpenAlex,1.0,14,12,10,0.625
robust principal component analysis,OpenAIRE,robust principal component analysis,OpenAlex,1.0,20,28,15,0.4545454545454545
loss aversion,OpenAIRE,loss aversion,OpenAlex,1.0,25,23,18,0.6
certification,OpenAIRE,certification,OpenAlex,1.0,34,47,29,0.5576923076923077
prostate cancer,OpenAIRE,prostate cancer,OpenAlex,1.0,25,26,18,0.5454545454545454
hopfield network,OpenAIRE,hopfield network,OpenAlex,1.0,37,43,27,0.5094339622641509
metadynamics,OpenAIRE,metadynamics,OpenAlex,1.0,9,9,8,0.8
umbrella sampling,OpenAIRE,umbrella sampling,OpenAlex,1.0,10,12,8,0.5714285714285714
economic dispatch,OpenAIRE,economic dispatch,OpenAlex,1.0,49,60,37,0.5138888888888888
premature convergence,OpenAIRE,premature convergence,OpenAlex,1.0,44,32,27,0.5510204081632653
applicability domain,OpenAIRE,applicability domain,OpenAlex,1.0,23,17,14,0.5384615384615384
chemical space,OpenAIRE,chemical space,OpenAlex,1.0,25,46,22,0.4489795918367347
wine,OpenAIRE,wine,OpenAlex,1.0,22,25,18,0.6206896551724138
odor,OpenAIRE,odor,OpenAlex,1.0,37,45,32,0.64
multiple kernel learning,OpenAIRE,multiple kernel learning,OpenAlex,1.0,29,20,15,0.4411764705882353
electronic nose,OpenAIRE,electronic nose,OpenAlex,1.0,58,57,48,0.7164179104477612
barcode,OpenAIRE,barcode,OpenAlex,1.0,11,16,10,0.5882352941176471
senescence,OpenAIRE,senescence,OpenAlex,1.0,35,24,19,0.475
rayleigh fading,OpenAIRE,rayleigh fading,OpenAlex,1.0,18,31,15,0.4411764705882353
guanxi,OpenAIRE,guanxi,OpenAlex,1.0,7,7,7,1.0
parus,OpenAIRE,parus,OpenAlex,1.0,21,27,18,0.6
urbanization,OpenAIRE,urbanization,OpenAlex,1.0,40,31,24,0.5106382978723404
naturalness,OpenAIRE,naturalness,OpenAlex,1.0,20,32,18,0.5294117647058824
macroevolution,OpenAIRE,macroevolution,OpenAlex,1.0,23,26,16,0.4848484848484848
phase retrieval,OpenAIRE,phase retrieval,OpenAlex,1.0,55,42,31,0.4696969696969697
spike sorting,OpenAIRE,spike sorting,OpenAlex,1.0,13,17,11,0.5789473684210527
perceptual learning,OpenAIRE,perceptual learning,OpenAlex,1.0,88,52,41,0.4141414141414141
research domain criteria,OpenAIRE,research domain criteria,OpenAlex,1.0,8,7,7,0.875
supply network,OpenAIRE,supply network,OpenAlex,1.0,11,13,8,0.5
entorhinal cortex,OpenAIRE,entorhinal cortex,OpenAlex,1.0,42,28,21,0.4285714285714285
essentialism,OpenAIRE,essentialism,OpenAlex,1.0,15,17,11,0.5238095238095238
technological determinism,OpenAIRE,technological determinism,OpenAlex,1.0,7,13,7,0.5384615384615384
persuasion,OpenAIRE,persuasion,OpenAlex,1.0,72,85,49,0.4537037037037037
matching pursuit,OpenAIRE,matching pursuit,OpenAlex,1.0,48,63,32,0.4050632911392405
mahalanobis distance,OpenAIRE,mahalanobis distance,OpenAlex,1.0,65,62,44,0.5301204819277109
peer feedback,OpenAIRE,peer feedback,OpenAlex,1.0,47,37,34,0.68
receipt,OpenAIRE,receipt,OpenAlex,1.0,11,15,10,0.625
laser scanning,OpenAIRE,laser scanning,OpenAlex,1.0,60,72,38,0.4042553191489361
belief propagation,OpenAIRE,belief propagation,OpenAlex,1.0,53,47,29,0.4084507042253521
human multitasking,OpenAIRE,human multitasking,OpenAlex,1.0,25,20,17,0.6071428571428571
personal distress,OpenAIRE,personal distress,OpenAlex,1.0,14,15,9,0.45
work engagement,OpenAIRE,work engagement,OpenAlex,1.0,14,15,11,0.6111111111111112
past tense,OpenAIRE,past tense,OpenAlex,1.0,16,14,9,0.4285714285714285
thermography,OpenAIRE,thermography,OpenAlex,1.0,31,14,13,0.40625
volterra series,OpenAIRE,volterra series,OpenAlex,1.0,14,15,10,0.5263157894736842
compass,OpenAIRE,compass,OpenAlex,1.0,33,39,30,0.7142857142857143
consonant,OpenAIRE,consonant,OpenAlex,1.0,36,60,29,0.4328358208955223
career development,OpenAIRE,career development,OpenAlex,1.0,64,44,32,0.4210526315789473
rubric,OpenAIRE,rubric,OpenAlex,1.0,22,25,16,0.5161290322580645
marketing science,OpenAIRE,marketing science,OpenAlex,1.0,15,11,8,0.4444444444444444
spectrograph,OpenAIRE,spectrograph,OpenAlex,1.0,11,8,6,0.4615384615384615
precision agriculture,OpenAIRE,precision agriculture,OpenAlex,1.0,66,72,42,0.4375
critical incident technique,OpenAIRE,critical incident technique,OpenAlex,1.0,11,11,7,0.4666666666666667
partially observable markov decision process,OpenAIRE,partially observable markov decision process,OpenAlex,1.0,35,35,25,0.5555555555555556
choquet integral,OpenAIRE,choquet integral,OpenAlex,1.0,23,23,18,0.6428571428571429
traumatic brain injury,OpenAIRE,traumatic brain injury,OpenAlex,1.0,13,12,10,0.6666666666666666
manifold alignment,OpenAIRE,manifold alignment,OpenAlex,1.0,16,24,13,0.4814814814814814
neural prosthesis,OpenAIRE,neural prosthesis,OpenAlex,1.0,10,13,7,0.4375
prosthesis,OpenAIRE,prosthesis,OpenAlex,1.0,27,38,20,0.4444444444444444
least significant bit,OpenAIRE,least significant bit,OpenAlex,1.0,23,22,18,0.6666666666666666
beam tracing,OpenAIRE,beam tracing,OpenAlex,1.0,7,6,4,0.4444444444444444
drought tolerance,OpenAIRE,drought tolerance,OpenAlex,1.0,18,22,14,0.5384615384615384
cut,OpenAIRE,cut,OpenAlex,1.0,62,55,38,0.4810126582278481
industrial revolution,OpenAIRE,industrial revolution,OpenAlex,1.0,19,21,12,0.4285714285714285
josephson effect,OpenAIRE,josephson effect,OpenAlex,1.0,16,24,12,0.4285714285714285
contradiction,OpenAIRE,contradiction,OpenAlex,1.0,21,38,17,0.4047619047619047
lumbar,OpenAIRE,lumbar,OpenAlex,1.0,8,11,6,0.4615384615384615
role-based access control,OpenAIRE,role-based access control,OpenAlex,1.0,13,12,9,0.5625
urbanism,OpenAIRE,urbanism,OpenAlex,1.0,10,10,7,0.5384615384615384
bursting,OpenAIRE,bursting,OpenAlex,1.0,30,37,28,0.717948717948718
unified medical language system,OpenAIRE,unified medical language system,OpenAlex,1.0,27,23,17,0.5151515151515151
air traffic control,OpenAIRE,air traffic control,OpenAlex,1.0,31,26,19,0.5
performative utterance,OpenAIRE,performative utterance,OpenAlex,1.0,18,23,12,0.4137931034482758
emotional labor,OpenAIRE,emotional labor,OpenAlex,1.0,24,29,19,0.5588235294117647
motor imagery,OpenAIRE,motor imagery,OpenAlex,1.0,50,57,40,0.5970149253731343
biomarker discovery,OpenAIRE,biomarker discovery,OpenAlex,1.0,16,24,12,0.4285714285714285
radiomics,OpenAIRE,radiomics,OpenAlex,1.0,36,40,25,0.4901960784313725
arabic,OpenAIRE,arabic,OpenAlex,1.0,39,46,27,0.4655172413793103
inconel,OpenAIRE,inconel,OpenAlex,1.0,12,13,11,0.7857142857142857
selective laser melting,OpenAIRE,selective laser melting,OpenAlex,1.0,23,23,20,0.7692307692307693
eutectic system,OpenAIRE,eutectic system,OpenAlex,1.0,10,8,7,0.6363636363636364
grain boundary,OpenAIRE,grain boundary,OpenAlex,1.0,43,40,28,0.509090909090909
character displacement,OpenAIRE,character displacement,OpenAlex,1.0,17,18,12,0.5217391304347826
plumage,OpenAIRE,plumage,OpenAlex,1.0,19,20,14,0.56
digital image correlation,OpenAIRE,digital image correlation,OpenAlex,1.0,42,32,28,0.6086956521739131
embeddedness,OpenAIRE,embeddedness,OpenAlex,1.0,63,72,53,0.6463414634146342
baseband,OpenAIRE,baseband,OpenAlex,1.0,12,14,8,0.4444444444444444
delta modulation,OpenAIRE,delta modulation,OpenAlex,1.0,7,6,5,0.625
factorial experiment,OpenAIRE,factorial experiment,OpenAlex,1.0,9,15,7,0.4117647058823529
division of labour,OpenAIRE,division of labour,OpenAlex,1.0,27,21,14,0.4117647058823529
trigram,OpenAIRE,trigram,OpenAlex,1.0,18,42,18,0.4285714285714285
frustration,OpenAIRE,frustration,OpenAlex,1.0,17,9,9,0.5294117647058824
tissue engineering,OpenAIRE,tissue engineering,OpenAlex,1.0,55,44,39,0.65
regeneration (biology),OpenAIRE,regeneration (biology),OpenAlex,1.0,9,17,8,0.4444444444444444
ethical leadership,OpenAIRE,ethical leadership,OpenAlex,1.0,6,10,5,0.4545454545454545
repeatability,OpenAIRE,repeatability,OpenAlex,1.0,28,36,20,0.4545454545454545
mental rotation,OpenAIRE,mental rotation,OpenAlex,1.0,55,55,44,0.6666666666666666
cooperative breeding,OpenAIRE,cooperative breeding,OpenAlex,1.0,16,13,9,0.45
mutualism (biology),OpenAIRE,mutualism (biology),OpenAlex,1.0,15,13,9,0.4736842105263157
habitat fragmentation,OpenAIRE,habitat fragmentation,OpenAlex,1.0,17,9,8,0.4444444444444444
lepidoptera genitalia,OpenAIRE,lepidoptera genitalia,OpenAlex,1.0,7,6,4,0.4444444444444444
lubricant,OpenAIRE,lubricant,OpenAlex,1.0,8,15,8,0.5333333333333333
dimple,OpenAIRE,dimple,OpenAlex,1.0,9,10,9,0.9
thrust bearing,OpenAIRE,thrust bearing,OpenAlex,1.0,7,7,7,1.0
thrust,OpenAIRE,thrust,OpenAlex,1.0,34,33,20,0.425531914893617
singular spectrum analysis,OpenAIRE,singular spectrum analysis,OpenAlex,1.0,25,23,14,0.4117647058823529
curse,OpenAIRE,curse,OpenAlex,1.0,9,14,7,0.4375
dark triad,OpenAIRE,dark triad,OpenAlex,1.0,7,6,4,0.4444444444444444
advection,OpenAIRE,advection,OpenAlex,1.0,19,26,17,0.6071428571428571
chaotic mixing,OpenAIRE,chaotic mixing,OpenAlex,1.0,21,31,17,0.4857142857142857
commodification,OpenAIRE,commodification,OpenAlex,1.0,12,12,8,0.5
futures contract,OpenAIRE,futures contract,OpenAlex,1.0,48,69,41,0.5394736842105263
smart city,OpenAIRE,smart city,OpenAlex,1.0,45,39,27,0.4736842105263157
open innovation,OpenAIRE,open innovation,OpenAlex,1.0,27,25,18,0.5294117647058824
learning styles,OpenAIRE,learning styles,OpenAlex,1.0,36,39,26,0.5306122448979592
camouflage,OpenAIRE,camouflage,OpenAlex,1.0,32,47,28,0.5490196078431373
steganography tools,OpenAIRE,steganography tools,OpenAlex,1.0,21,27,14,0.4117647058823529
crowds,OpenAIRE,crowds,OpenAlex,1.0,53,67,48,0.6666666666666666
formant,OpenAIRE,formant,OpenAlex,1.0,28,34,21,0.5121951219512195
microseism,OpenAIRE,microseism,OpenAlex,1.0,11,15,8,0.4444444444444444
restricted isometry property,OpenAIRE,restricted isometry property,OpenAlex,1.0,17,12,9,0.45
flicker noise,OpenAIRE,flicker noise,OpenAlex,1.0,48,32,23,0.4035087719298245
security policy,OpenAIRE,security policy,OpenAlex,1.0,21,11,10,0.4545454545454545
grassroots,OpenAIRE,grassroots,OpenAlex,1.0,13,14,12,0.8
pythagorean theorem,OpenAIRE,pythagorean theorem,OpenAlex,1.0,21,30,21,0.7
einstein,OpenAIRE,einstein,OpenAlex,1.0,17,21,11,0.4074074074074074
combustion,OpenAIRE,combustion,OpenAlex,1.0,30,41,21,0.42
cepstrum,OpenAIRE,cepstrum,OpenAlex,1.0,39,44,29,0.5370370370370371
commonsense reasoning,OpenAIRE,commonsense reasoning,OpenAlex,1.0,21,27,14,0.4117647058823529
decimation,OpenAIRE,decimation,OpenAlex,1.0,8,9,5,0.4166666666666667
ambidexterity,OpenAIRE,ambidexterity,OpenAlex,1.0,22,24,20,0.7692307692307693
inertial navigation system,OpenAIRE,inertial navigation system,OpenAlex,1.0,53,47,33,0.4925373134328358
behavioral syndrome,OpenAIRE,behavioral syndrome,OpenAlex,1.0,6,7,4,0.4444444444444444
interim,OpenAIRE,interim,OpenAlex,1.0,18,24,14,0.5
watershed,OpenAIRE,watershed,OpenAlex,1.0,52,58,35,0.4666666666666667
somitogenesis,OpenAIRE,somitogenesis,OpenAlex,1.0,12,15,9,0.5
somite,OpenAIRE,somite,OpenAlex,1.0,20,21,18,0.782608695652174
paraxial mesoderm,OpenAIRE,paraxial mesoderm,OpenAlex,1.0,15,14,13,0.8125
mesoderm,OpenAIRE,mesoderm,OpenAlex,1.0,17,16,10,0.4347826086956521
pathogenesis,OpenAIRE,pathogenesis,OpenAlex,1.0,16,10,8,0.4444444444444444
hyperacuity,OpenAIRE,hyperacuity,OpenAlex,1.0,17,16,15,0.8333333333333334
vernier acuity,OpenAIRE,vernier acuity,OpenAlex,1.0,18,17,12,0.5217391304347826
vernier scale,OpenAIRE,vernier scale,OpenAlex,1.0,12,21,12,0.5714285714285714
predictability,OpenAIRE,predictability,OpenAlex,1.0,119,153,102,0.6
visual prosthesis,OpenAIRE,visual prosthesis,OpenAlex,1.0,10,9,7,0.5833333333333334
femtosecond,OpenAIRE,femtosecond,OpenAlex,1.0,23,28,21,0.7
picosecond,OpenAIRE,picosecond,OpenAlex,1.0,11,13,10,0.7142857142857143
raman scattering,OpenAIRE,raman scattering,OpenAlex,1.0,23,32,17,0.4473684210526316
diffraction tomography,OpenAIRE,diffraction tomography,OpenAlex,1.0,7,9,6,0.6
reverse logistics,OpenAIRE,reverse logistics,OpenAlex,1.0,19,13,10,0.4545454545454545
emotive,OpenAIRE,emotive,OpenAlex,1.0,14,15,11,0.6111111111111112
conscientiousness,OpenAIRE,conscientiousness,OpenAlex,1.0,24,29,22,0.7096774193548387
project manager,OpenAIRE,project manager,OpenAlex,1.0,8,11,6,0.4615384615384615
semiconductor laser theory,OpenAIRE,semiconductor laser theory,OpenAlex,1.0,43,56,34,0.5230769230769231
optical chaos,OpenAIRE,optical chaos,OpenAlex,1.0,12,20,10,0.4545454545454545
cognitive dissonance,OpenAIRE,cognitive dissonance,OpenAlex,1.0,25,26,17,0.5
dorsolateral prefrontal cortex,OpenAIRE,dorsolateral prefrontal cortex,OpenAlex,1.0,37,53,27,0.4285714285714285
light field,OpenAIRE,light field,OpenAlex,1.0,32,33,21,0.4772727272727273
dataflow,OpenAIRE,dataflow,OpenAlex,1.0,18,23,17,0.7083333333333334
formal concept analysis,OpenAIRE,formal concept analysis,OpenAlex,1.0,30,23,20,0.6060606060606061
dispatchable generation,OpenAIRE,dispatchable generation,OpenAlex,1.0,12,16,12,0.75
morlet wavelet,OpenAIRE,morlet wavelet,OpenAlex,1.0,22,22,14,0.4666666666666667
streak,OpenAIRE,streak,OpenAlex,1.0,16,17,13,0.65
streaking,OpenAIRE,streaking,OpenAlex,1.0,7,7,5,0.5555555555555556
active suspension,OpenAIRE,active suspension,OpenAlex,1.0,27,32,24,0.6857142857142857
blinding,OpenAIRE,blinding,OpenAlex,1.0,9,7,6,0.6
dicom,OpenAIRE,dicom,OpenAlex,1.0,19,17,15,0.7142857142857143
setpoint,OpenAIRE,setpoint,OpenAlex,1.0,31,43,31,0.7209302325581395
ode,OpenAIRE,ode,OpenAlex,1.0,27,34,23,0.6052631578947368
horizontal gene transfer,OpenAIRE,horizontal gene transfer,OpenAlex,1.0,21,27,18,0.6
plasmid,OpenAIRE,plasmid,OpenAlex,1.0,15,16,10,0.4761904761904761
lingua franca,OpenAIRE,lingua franca,OpenAlex,1.0,8,8,5,0.4545454545454545
translanguaging,OpenAIRE,translanguaging,OpenAlex,1.0,7,9,5,0.4545454545454545
gadolinium,OpenAIRE,gadolinium,OpenAlex,1.0,39,31,23,0.4893617021276595
unpacking,OpenAIRE,unpacking,OpenAlex,1.0,12,12,7,0.4117647058823529
novelty detection,OpenAIRE,novelty detection,OpenAlex,1.0,38,36,22,0.4230769230769231
digital holographic microscopy,OpenAIRE,digital holographic microscopy,OpenAlex,1.0,23,22,13,0.40625
digital holography,OpenAIRE,digital holography,OpenAlex,1.0,18,26,14,0.4666666666666667
partial correlation,OpenAIRE,partial correlation,OpenAlex,1.0,15,16,9,0.4090909090909091
recombination,OpenAIRE,recombination,OpenAlex,1.0,59,99,48,0.4363636363636363
genetic divergence,OpenAIRE,genetic divergence,OpenAlex,1.0,31,30,19,0.4523809523809524
hearing aid,OpenAIRE,hearing aid,OpenAlex,1.0,12,15,9,0.5
building energy simulation,OpenAIRE,building energy simulation,OpenAlex,1.0,7,8,5,0.5
immediacy,OpenAIRE,immediacy,OpenAlex,1.0,15,18,13,0.65
multiculturalism,OpenAIRE,multiculturalism,OpenAlex,1.0,30,36,23,0.5348837209302325
industrialisation,OpenAIRE,industrialisation,OpenAlex,1.0,18,14,10,0.4545454545454545
book embedding,OpenAIRE,book embedding,OpenAlex,1.0,13,10,7,0.4375
planar straight-line graph,OpenAIRE,planar straight-line graph,OpenAlex,1.0,11,8,7,0.5833333333333334
free energy principle,OpenAIRE,free energy principle,OpenAlex,1.0,8,12,6,0.4285714285714285
scada,OpenAIRE,scada,OpenAlex,1.0,25,26,17,0.5
terrorism,OpenAIRE,terrorism,OpenAlex,1.0,35,39,26,0.5416666666666666
teleoperation,OpenAIRE,teleoperation,OpenAlex,1.0,74,72,61,0.7176470588235294
landslide,OpenAIRE,landslide,OpenAlex,1.0,93,99,90,0.8823529411764706
exciton,OpenAIRE,exciton,OpenAlex,1.0,9,7,7,0.7777777777777778
hausdorff distance,OpenAIRE,hausdorff distance,OpenAlex,1.0,38,44,30,0.5769230769230769
uniprot,OpenAIRE,uniprot,OpenAlex,1.0,13,21,13,0.6190476190476191
distillation,OpenAIRE,distillation,OpenAlex,1.0,25,49,22,0.4230769230769231
thermal conductivity,OpenAIRE,thermal conductivity,OpenAlex,1.0,18,22,13,0.4814814814814814
foveal,OpenAIRE,foveal,OpenAlex,1.0,55,58,45,0.6617647058823529
neglect,OpenAIRE,neglect,OpenAlex,1.0,53,75,39,0.4382022471910112
percutaneous,OpenAIRE,percutaneous,OpenAlex,1.0,6,6,4,0.5
ostensive definition,OpenAIRE,ostensive definition,OpenAlex,1.0,6,7,5,0.625
home automation,OpenAIRE,home automation,OpenAlex,1.0,53,34,28,0.4745762711864407
smart objects,OpenAIRE,smart objects,OpenAlex,1.0,12,15,8,0.4210526315789473
monolayer,OpenAIRE,monolayer,OpenAlex,1.0,21,15,13,0.5652173913043478
terahertz radiation,OpenAIRE,terahertz radiation,OpenAlex,1.0,30,31,28,0.8484848484848485
teamwork,OpenAIRE,teamwork,OpenAlex,1.0,86,54,42,0.4285714285714285
orthogonalization,OpenAIRE,orthogonalization,OpenAlex,1.0,9,15,8,0.5
typing,OpenAIRE,typing,OpenAlex,1.0,14,11,8,0.4705882352941176
tapping,OpenAIRE,tapping,OpenAlex,1.0,7,10,6,0.5454545454545454
driving cycle,OpenAIRE,driving cycle,OpenAlex,1.0,11,10,8,0.6153846153846154
sunk costs,OpenAIRE,sunk costs,OpenAlex,1.0,6,8,5,0.5555555555555556
soil texture,OpenAIRE,soil texture,OpenAlex,1.0,22,30,21,0.6774193548387096
silt,OpenAIRE,silt,OpenAlex,1.0,8,11,7,0.5833333333333334
bhattacharyya distance,OpenAIRE,bhattacharyya distance,OpenAlex,1.0,21,26,17,0.5666666666666667
harmonic balance,OpenAIRE,harmonic balance,OpenAlex,1.0,20,17,12,0.48
multi-mode optical fiber,OpenAIRE,multi-mode optical fiber,OpenAlex,1.0,16,16,10,0.4545454545454545
psychological contract,OpenAIRE,psychological contract,OpenAlex,1.0,24,26,21,0.7241379310344828
semantic change,OpenAIRE,semantic change,OpenAlex,1.0,5,6,4,0.5714285714285714
pleiotropy,OpenAIRE,pleiotropy,OpenAlex,1.0,34,42,25,0.4901960784313725
methane,OpenAIRE,methane,OpenAlex,1.0,10,11,7,0.5
rotational symmetry,OpenAIRE,rotational symmetry,OpenAlex,1.0,9,11,6,0.4285714285714285
conjoint analysis,OpenAIRE,conjoint analysis,OpenAlex,1.0,39,37,27,0.5510204081632653
lifeworld,OpenAIRE,lifeworld,OpenAlex,1.0,7,8,6,0.6666666666666666
design thinking,OpenAIRE,design thinking,OpenAlex,1.0,15,12,9,0.5
sight,OpenAIRE,sight,OpenAlex,1.0,27,35,18,0.4090909090909091
macromolecule,OpenAIRE,macromolecule,OpenAlex,1.0,35,54,28,0.4590163934426229
liquid crystal,OpenAIRE,liquid crystal,OpenAlex,1.0,36,30,23,0.5348837209302325
crawling,OpenAIRE,crawling,OpenAlex,1.0,17,20,15,0.6818181818181818
computed tomographic,OpenAIRE,computed tomographic,OpenAlex,1.0,17,13,10,0.5
volume rendering,OpenAIRE,volume rendering,OpenAlex,1.0,32,37,22,0.4680851063829787
multibody system,OpenAIRE,multibody system,OpenAlex,1.0,18,25,15,0.5357142857142857
wetland,OpenAIRE,wetland,OpenAlex,1.0,17,17,11,0.4782608695652174
red edge,OpenAIRE,red edge,OpenAlex,1.0,8,6,5,0.5555555555555556
word-sense disambiguation,OpenAIRE,word-sense disambiguation,OpenAlex,1.0,26,39,19,0.4130434782608695
lexicalization,OpenAIRE,lexicalization,OpenAlex,1.0,9,8,6,0.5454545454545454
document layout analysis,OpenAIRE,document layout analysis,OpenAlex,1.0,10,7,6,0.5454545454545454
thematic analysis,OpenAIRE,thematic analysis,OpenAlex,1.0,34,48,27,0.4909090909090909
neuroticism,OpenAIRE,neuroticism,OpenAlex,1.0,33,37,27,0.627906976744186
systematic evolution of ligands by exponential enrichment,OpenAIRE,systematic evolution of ligands by exponential enrichment,OpenAlex,1.0,10,9,8,0.7272727272727273
aptamer,OpenAIRE,aptamer,OpenAlex,1.0,14,15,12,0.7058823529411765
linde-buzo-gray algorithm,OpenAIRE,linde-buzo-gray algorithm,OpenAlex,1.0,17,23,13,0.4814814814814814
mirroring,OpenAIRE,mirroring,OpenAlex,1.0,18,23,17,0.7083333333333334
kronecker product,OpenAIRE,kronecker product,OpenAlex,1.0,12,10,10,0.8333333333333334
symbolic data analysis,OpenAIRE,symbolic data analysis,OpenAlex,1.0,12,13,9,0.5625
human reliability,OpenAIRE,human reliability,OpenAlex,1.0,12,12,10,0.7142857142857143
suspect,OpenAIRE,suspect,OpenAlex,1.0,32,38,23,0.4893617021276595
supramarginal gyrus,OpenAIRE,supramarginal gyrus,OpenAlex,1.0,9,17,8,0.4444444444444444
lateralization of brain function,OpenAIRE,lateralization of brain function,OpenAlex,1.0,88,100,58,0.4461538461538462
angular gyrus,OpenAIRE,angular gyrus,OpenAlex,1.0,13,22,11,0.4583333333333333
mhealth,OpenAIRE,mhealth,OpenAlex,1.0,13,11,8,0.5
ehealth,OpenAIRE,ehealth,OpenAlex,1.0,10,11,8,0.6153846153846154
sustainable tourism,OpenAIRE,sustainable tourism,OpenAlex,1.0,18,16,15,0.7894736842105263
memetic algorithm,OpenAIRE,memetic algorithm,OpenAlex,1.0,42,34,26,0.52
norwegian,OpenAIRE,norwegian,OpenAlex,1.0,15,21,12,0.5
stakeholder analysis,OpenAIRE,stakeholder analysis,OpenAlex,1.0,38,28,22,0.5
redress,OpenAIRE,redress,OpenAlex,1.0,13,23,12,0.5
searching the conformational space for docking,OpenAIRE,searching the conformational space for docking,OpenAlex,1.0,13,12,9,0.5625
atrophy,OpenAIRE,atrophy,OpenAlex,1.0,29,23,15,0.4054054054054054
